SEX,How many times do you eat a day?,How many hours a day do you sleep?,How many times per week do you eat fastfood?,Average number of steps per day?,Cow's milk,Vegetable drinks (eg soy milk),Low-fat white yogurt,Fresh cheeses,Meat,Processed Meat (es prosciutto),Fish,Eggs,Legumes,Cooked vegetables,Raw vegetables,Fruits,Whole grains food,Nuts,Tofu,Do you eat differently at the weekend?,Do you play a sport (at least 5 hours/week)?,"When are you hungry during the day?","What kind of snacks do you prefer?",Do you ever eat distracted or not at the table?,Do you eat fast?,Do you happen to eat uncontrollably even if you're not hungry?,Do you wake up to eat at night?,"How do you sleep at night?",You like salty or sweet? (where 10 - "I love salt and hate sweet" and 1 - "I am the biggest fan of sweet"),"Do you eat alone or togheter?",Age,How many liters of water do you drink per day?,How many times do you consume alcoholic beverages in a week?,How stress affects on your eating habits?,How many sugary drinks do you consume per day?,"Do you ever miss meals?"
M,3,7-8,0,4000-7000,Yes,Sometimes,Sometimes,Yes,No,Sometimes,Sometimes,No,Sometimes,Yes,Yes,Yes,Yes,Sometimes,No,No,No,"In the afternoon","Fruits,vegetables",Yes,No,Infrequent (1/month),Never,"Good",8,"Often Alone",31-50,3,0,Doesn't have any effect,0,"I have no time"
F,3,7-8,1,10000-15000,No,Yes,No,Yes,Sometimes,No,Sometimes,Sometimes,Sometimes,No,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,No,"After Dinner","Sweets",Yes,Yes,Often (>1/week),Never,"Good",5,"Often Alone",51-65,3,0,Doesn't have any effect,0,"No"
M,3,7-8,1,10000-15000,No,Yes,Sometimes,No,Sometimes,Sometimes,No,No,Sometimes,No,Yes,Yes,No,No,No,Yes I eat more at home,Yes,"When I wake Up","Fruits,vegetables",Yes,No,Infrequent (1/month),Never,"Good",6,"Alone at breakfast",21-30,4,0,Doesn't have any effect,0,"No"
M,3,7-8,1,10000-15000,No,Yes,Yes,Sometimes,Sometimes,Yes,Sometimes,Sometimes,Sometimes,No,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,No,"During the morning","Yes for craving",Yes,Yes,Often (>1/week),Never,"Good",7,"Alone at lunch",51-65,2,0,Doesn't have any effect,0,"No"
M,3,7-8,1,10000-15000,No,Yes,Sometimes,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,No,"Before lunch","Fruits,vegetables",Yes,Yes,Often (>1/week),Never,"Good",9,"Often Alone",51-65,4,0,Doesn't have any effect,0,"No"
M,4,9-10,1,7000-10000,No,No,No,Sometimes,No,No,Sometimes,Don't know,Yes,Yes,Yes,Yes,No,Sometimes,No,I cook more elaborate,Yes,"Before Dinner","Sweets",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",3,"Often Alone",51-65,3,2,I'm starting to eat more,0,"I have no time"
F,4,9-10,1,7000-10000,No,No,Sometimes,Yes,No,Sometimes,No,Sometimes,Yes,Yes,Yes,Yes,No,No,No,Yes I eat at restaurants,No,"After Dinner","Fruits,vegetables",No,No,Often (>1/week),Never,"I struggle to fall asleep",4,"Alone at breakfast",21-30,4,1,I'm starting to eat more,0,"I have no time"
F,4,9-10,1,7000-10000,No,No,Yes,No,No,Yes,Sometimes,Don't know,Yes,Yes,Yes,Yes,No,Sometimes,No,I cook more elaborate,Yes,"When I wake Up","Yes for craving",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",5,"Alone at lunch",51-65,2,0,I'm starting to eat more,0,"I have no time"
M,4,9-10,1,7000-10000,No,No,No,Sometimes,No,No,No,Sometimes,Yes,Yes,Yes,Yes,No,No,No,Yes I eat at restaurants,No,"During the morning","Sweets",No,No,Often (>1/week),Never,"I struggle to fall asleep",6,"Often Together",21-30,3,1,I'm starting to eat more,0,"I have no time"
F,4,9-10,1,7000-10000,No,No,Sometimes,Yes,No,Sometimes,Sometimes,Don't know,Yes,Yes,Yes,Yes,No,Sometimes,No,I cook more elaborate,Yes,"In the afternoon","Fruits,vegetables",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",7,"Often Alone",51-65,4,0,I'm starting to eat more,0,"I have no time"
M,4,9-10,0,7000-10000,Yes,Sometimes,No,Yes,Sometimes,No,Sometimes,Sometimes,Yes,No,Yes,Yes,Yes,Sometimes,No,No,Yes,"After Dinner","Sweets",No,No,Often (>1/week),Never,"I struggle to fall asleep",2,"Often Alone",31-50,2,0,I'm starting to eat more,0,"No"
F,4,9-10,0,7000-10000,Yes,Sometimes,Sometimes,No,Sometimes,Sometimes,No,No,Yes,No,Yes,Yes,Yes,No,No,I cook more elaborate,No,"When I wake Up","Fruits,vegetables",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",3,"Alone at breakfast",15-20,3,0,I'm starting to eat more,0,"No"
F,4,9-10,0,7000-10000,Yes,Sometimes,Yes,Sometimes,Sometimes,Yes,Sometimes,Sometimes,Yes,No,Yes,Yes,Yes,Sometimes,No,No,Yes,"During the morning","Yes for craving",No,No,Often (>1/week),Never,"I struggle to fall asleep",4,"Alone at lunch",31-50,1,1,I'm starting to eat more,0,"No"
M,4,9-10,0,7000-10000,Yes,Sometimes,No,Yes,Sometimes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,I cook more elaborate,No,"In the afternoon","Sweets",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",5,"Often Together",15-20,2,0,I'm starting to eat more,0,"No"
F,4,9-10,0,7000-10000,Yes,Sometimes,Sometimes,No,Sometimes,Sometimes,Sometimes,Sometimes,Yes,No,Yes,Yes,Yes,Sometimes,No,No,Yes,"Before lunch","Fruits,vegetables",No,No,Often (>1/week),Never,"I struggle to fall asleep",6,"Often Alone",31-50,3,1,I'm starting to eat more,0,"No"
M,4,9-10,1,4000-7000,No,Yes,No,No,No,No,Sometimes,Don't know,Yes,Yes,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,Yes,"When I wake Up","Sweets",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",3,"Often Alone",51-65,3,0,I'm starting to eat more,0,"Yes breakfast"
F,4,9-10,1,4000-7000,No,Yes,Sometimes,Sometimes,No,Sometimes,No,Sometimes,Yes,Yes,Yes,Yes,No,No,No,Yes I eat more at home,No,"During the morning","Fruits,vegetables",No,No,Often (>1/week),Never,"I struggle to fall asleep",4,"Alone at breakfast",21-30,4,1,I'm starting to eat more,0,"Yes breakfast"
F,4,9-10,1,4000-7000,No,Yes,Yes,Yes,No,Yes,Sometimes,Don't know,Yes,Yes,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,Yes,"In the afternoon","Yes for craving",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",5,"Alone at lunch",51-65,2,0,I'm starting to eat more,0,"Yes breakfast"
M,4,9-10,1,4000-7000,No,Yes,No,No,No,No,No,Sometimes,Yes,Yes,Yes,Yes,No,No,No,Yes I eat more at home,No,"Before lunch","Sweets",No,No,Often (>1/week),Never,"I struggle to fall asleep",6,"Often Together",21-30,3,0,I'm starting to eat more,0,"Yes breakfast"
F,4,9-10,1,4000-7000,No,Yes,Sometimes,Sometimes,No,Sometimes,Sometimes,Don't know,Yes,Yes,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,Yes,"After lunch","Fruits,vegetables",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",7,"Often Alone",51-65,4,0,I'm starting to eat more,0,"Yes breakfast"
F,5,2-4,1,10000-15000,No,No,No,Yes,Sometimes,No,Sometimes,Sometimes,No,No,Yes,Yes,No,Sometimes,No,I cook more elaborate,No,"After Dinner","Sweets",Yes,Yes,Often (>1/week),Never,"Good",4,"Often Alone",51-65,3,0,I'm starting to eat less,0,"No"
M,5,2-4,1,10000-15000,No,No,Sometimes,No,Sometimes,Sometimes,No,No,No,No,Yes,Yes,No,No,No,Yes I eat at restaurants,Yes,"When I wake Up","Fruits,vegetables",Yes,No,Infrequent (1/month),Never,"Good",5,"Alone at breakfast",21-30,4,0,I'm starting to eat less,0,"No"
M,5,2-4,1,10000-15000,No,No,Yes,Sometimes,Sometimes,Yes,Sometimes,Sometimes,No,No,Yes,Yes,No,Sometimes,No,I cook more elaborate,No,"During the morning","Yes for craving",Yes,Yes,Often (>1/week),Never,"Good",6,"Alone at lunch",51-65,2,0,I'm starting to eat less,0,"No"
F,5,2-4,1,10000-15000,No,No,No,Yes,Sometimes,No,No,No,No,No,Yes,Yes,No,No,No,Yes I eat at restaurants,Yes,"In the afternoon","Sweets",Yes,No,Infrequent (1/month),Never,"Good",7,"Often Together",21-30,3,1,I'm starting to eat less,0,"No"
M,5,2-4,1,10000-15000,No,No,Sometimes,No,Sometimes,Sometimes,Sometimes,Sometimes,No,No,Yes,Yes,No,Sometimes,No,I cook more elaborate,No,"Before lunch","Fruits,vegetables",Yes,Yes,Often (>1/week),Never,"Good",8,"Often Alone",51-65,4,0,I'm starting to eat less,0,"No"
F,5,2-4,0,0-4000,Yes,Sometimes,No,No,No,No,Sometimes,No,No,Yes,Yes,Yes,Yes,Sometimes,No,No,No,"When I wake Up","Sweets",Yes,No,Infrequent (1/month),Never,"Good",3,"Often Alone",31-50,2,1,I'm starting to eat less,0,"Yes breakfast"
M,5,2-4,0,0-4000,Yes,Sometimes,Sometimes,Sometimes,No,Sometimes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,I cook more elaborate,Yes,"During the morning","Fruits,vegetables",Yes,Yes,Often (>1/week),Never,"Good",4,"Alone at breakfast",15-20,3,2,I'm starting to eat less,0,"Yes breakfast"
M,5,2-4,0,0-4000,Yes,Sometimes,Yes,Yes,No,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Sometimes,No,No,No,"In the afternoon","Yes for craving",Yes,No,Infrequent (1/month),Never,"Good",5,"Alone at lunch",31-50,1,0,I'm starting to eat less,0,"Yes breakfast"
F,5,2-4,0,0-4000,Yes,Sometimes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,I cook more elaborate,Yes,"Before lunch","Sweets",Yes,Yes,Often (>1/week),Never,"Good",6,"Often Together",15-20,2,0,I'm starting to eat less,0,"Yes breakfast"
M,5,2-4,0,0-4000,Yes,Sometimes,Sometimes,Sometimes,No,Sometimes,Sometimes,No,No,Yes,Yes,Yes,Yes,Sometimes,No,No,No,"After lunch","Fruits,vegetables",Yes,No,Infrequent (1/month),Never,"Good",7,"Often Alone",31-50,3,0,I'm starting to eat less,0,"Yes breakfast"
F,5,2-4,1,7000-10000,No,Yes,No,Sometimes,Sometimes,No,Sometimes,Sometimes,No,No,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,No,"During the morning","Sweets",Yes,Yes,Often (>1/week),Never,"Good",4,"Often Alone",51-65,3,0,I'm starting to eat less,0,"Yes lunch"
M,5,2-4,1,7000-10000,No,Yes,Sometimes,Yes,Sometimes,Sometimes,No,No,No,No,Yes,Yes,No,No,No,Yes I eat more at home,Yes,"In the afternoon","Fruits,vegetables",Yes,No,Infrequent (1/month),Never,"Good",5,"Alone at breakfast",21-30,4,0,I'm starting to eat less,0,"Yes lunch"
M,5,2-4,1,7000-10000,No,Yes,Yes,No,Sometimes,Yes,Sometimes,Sometimes,No,No,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,No,"Before lunch","Yes for craving",Yes,Yes,Often (>1/week),Never,"Good",6,"Alone at lunch",51-65,2,0,I'm starting to eat less,0,"Yes lunch"
F,5,2-4,1,7000-10000,No,Yes,No,Sometimes,Sometimes,No,No,No,No,No,Yes,Yes,No,No,No,Yes I eat more at home,Yes,"After lunch","Sweets",Yes,No,Infrequent (1/month),Never,"Good",7,"Often Together",21-30,3,0,I'm starting to eat less,0,"Yes lunch"
M,5,2-4,1,7000-10000,No,Yes,Sometimes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,No,No,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,No,"Before Dinner","Fruits,vegetables",Yes,Yes,Often (>1/week),Never,"Good",8,"Often Alone",51-65,4,0,I'm starting to eat less,0,"Yes lunch"
M,6,5-6,1,4000-7000,No,No,No,No,No,No,Sometimes,Don't know,Sometimes,Yes,Yes,Yes,No,Sometimes,No,I cook more elaborate,Yes,"When I wake Up","Sweets",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",5,"Often Alone",51-65,3,0,Doesn't have any effect,0,"Yes breakfast"
F,6,5-6,1,4000-7000,No,No,Sometimes,Sometimes,No,Sometimes,No,Sometimes,Sometimes,Yes,Yes,Yes,No,No,No,Yes I eat at restaurants,No,"During the morning","Fruits,vegetables",No,No,Often (>1/week),Never,"I struggle to fall asleep",6,"Alone at breakfast",21-30,4,1,Doesn't have any effect,0,"Yes breakfast"
F,6,5-6,1,4000-7000,No,No,Yes,Yes,No,Yes,Sometimes,Don't know,Sometimes,Yes,Yes,Yes,No,Sometimes,No,I cook more elaborate,Yes,"In the afternoon","Yes for craving",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",7,"Alone at lunch",51-65,2,0,Doesn't have any effect,0,"Yes breakfast"
F,6,5-6,1,4000-7000,No,No,Sometimes,Sometimes,No,Sometimes,Sometimes,Don't know,Sometimes,Yes,Yes,Yes,No,Sometimes,No,I cook more elaborate,Yes,"After lunch","Fruits,vegetables",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",9,"Often Alone",51-65,4,0,Doesn't have any effect,0,"Yes breakfast"
M,6,5-6,0,4000-7000,Yes,Sometimes,No,Sometimes,Sometimes,No,Sometimes,Sometimes,Sometimes,No,Yes,Yes,Yes,Sometimes,No,No,Yes,"During the morning","Sweets",No,No,Often (>1/week),Never,"I struggle to fall asleep",4,"Often Alone",31-50,2,1,Doesn't have any effect,0,"Yes lunch"
F,6,5-6,0,4000-7000,Yes,Sometimes,Sometimes,Yes,Sometimes,Sometimes,No,No,Sometimes,No,Yes,Yes,Yes,No,No,I cook more elaborate,No,"In the afternoon","Fruits,vegetables",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",5,"Alone at breakfast",15-20,3,0,Doesn't have any effect,0,"Yes lunch"
F,6,5-6,0,4000-7000,Yes,Sometimes,Yes,No,Sometimes,Yes,Sometimes,Sometimes,Sometimes,No,Yes,Yes,Yes,Sometimes,No,No,Yes,"Before lunch","Yes for craving",No,No,Often (>1/week),Never,"I struggle to fall asleep",6,"Alone at lunch",31-50,1,1,Doesn't have any effect,0,"Yes lunch"
M,6,5-6,0,4000-7000,Yes,Sometimes,No,Sometimes,Sometimes,No,No,No,Sometimes,No,Yes,Yes,Yes,No,No,I cook more elaborate,No,"After lunch","Sweets",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",7,"Often Together",15-20,2,2,Doesn't have any effect,0,"Yes lunch"
F,6,5-6,0,4000-7000,Yes,Sometimes,Sometimes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,Yes,Yes,Yes,Sometimes,No,No,Yes,"Before Dinner","Fruits,vegetables",No,No,Often (>1/week),Never,"I struggle to fall asleep",8,"Often Alone",31-50,3,2,Doesn't have any effect,0,"Yes lunch"
M,6,5-6,1,10000-15000,No,Yes,No,Yes,No,No,Sometimes,Don't know,Sometimes,Yes,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,Yes,"In the afternoon","Sweets",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",5,"Often Alone",51-65,3,0,Doesn't have any effect,0,"Yes dinner"
F,6,5-6,1,10000-15000,No,Yes,Sometimes,No,No,Sometimes,No,Sometimes,Sometimes,Yes,Yes,Yes,No,No,No,Yes I eat more at home,No,"Before lunch","Fruits,vegetables",No,No,Often (>1/week),Never,"I struggle to fall asleep",6,"Alone at breakfast",21-30,4,1,Doesn't have any effect,0,"Yes dinner"
F,6,5-6,1,10000-15000,No,Yes,Yes,Sometimes,No,Yes,Sometimes,Don't know,Sometimes,Yes,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,Yes,"After lunch","Yes for craving",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",7,"Alone at lunch",51-65,2,0,Doesn't have any effect,0,"Yes dinner"
F,6,5-6,1,10000-15000,No,Yes,Sometimes,No,No,Sometimes,Sometimes,Don't know,Sometimes,Yes,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,Yes,"After Dinner","Fruits,vegetables",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",9,"Often Alone",51-65,4,0,Doesn't have any effect,0,"Yes dinner"
M,3,7-8,2,7000-10000,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,I cook more elaborate,No,"In the afternoon","Fruits,vegetables",Yes,Yes,Infrequent (1/month),Infrequent (1/month),"I wake up several times during the night",5,"Often Alone",21-30,2,2,I'm starting to eat less,2,"Yes lunch"
M,4,7-8,1,10000-15000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"Before lunch","Fruits,vegetables",No,No,Often (>1/week),Infrequent (1/month),"I wake up a lot sooner than I would like",3,"Alone at lunch",21-30,1,3,I have no stress,2,"Yes breakfast"
F,4,7-8,1,10000-15000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"Before lunch","Fruits,vegetables",No,No,Often (>1/week),Infrequent (1/month),"I wake up a lot sooner than I would like",3,"Alone at lunch",21-30,1,3,I have no stress,2,"Yes breakfast"
F,4,9-10,3,10000-15000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"Before lunch","Fruits,vegetables",No,No,Often (>1/week),Infrequent (1/month),"I wake up a lot sooner than I would like",3,"Alone at lunch",31-50,3,3,I have no stress,3,"Yes breakfast"
F,4,9-10,3,10000-15000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"Before lunch","Nuts",No,No,Never,Never,"I wake up a lot sooner than I would like",4,"Alone at lunch",31-50,3,3,I have no stress,3,"Yes dinner"
M,4,9-10,3,10000-15000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"Before lunch","Nuts",No,No,Never,Never,"I wake up a lot sooner than I would like",4,"Alone at lunch",31-50,3,3,I have no stress,3,"Yes dinner"
M,4,9-10,5,7000-10000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"Before lunch","Nuts",No,No,Never,Never,"I wake up a lot sooner than I would like",4,"Alone at lunch",51-65,4,3,I have no stress,3,"Yes dinner"
F,4,9-10,5,7000-10000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"Before lunch","Nuts",No,No,Never,Never,"I wake up a lot sooner than I would like",4,"Alone at lunch",51-65,4,3,I have no stress,3,"Yes dinner"
F,2,5-6,1,4000-7000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"Before lunch","Nuts",No,No,Never,Never,"I wake up a lot sooner than I would like",4,"Alone at lunch",15-20,1,1,I have no stress,1,"Yes dinner"
F,2,5-6,1,4000-7000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"During the morning","Sweets",No,No,Infrequent (1/month),Never,"I wake up a lot sooner than I would like",4,"Alone at lunch",15-20,1,1,I have no stress,1,"Yes breakfast"
M,1,2-4,0,0-4000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"During the morning","Sweets",No,No,Infrequent (1/month),Never,"I wake up a lot sooner than I would like",4,"Alone at lunch",15-20,1,1,I have no stress,1,"Yes breakfast"
M,1,2-4,0,0-4000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"During the morning","Sweets",No,No,Infrequent (1/month),Never,"I wake up a lot sooner than I would like",2,"Often Alone",15-20,1,1,I'm starting to eat less,1,"Yes breakfast"
M,1,2-4,0,0-4000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"During the morning","Sweets",No,No,Infrequent (1/month),Never,"I wake up a lot sooner than I would like",4,"Alone at dinner",15-20,1,1,I have no stress,1,"Yes breakfast"
M,1,2-4,0,0-4000,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,I cook more elaborate,No,"During the morning","Sweets",No,No,Infrequent (1/month),Never,"I wake up a lot sooner than I would like",4,"Alone at dinner",15-20,1,1,I have no stress,1,"Yes breakfast"
M,1,2-4,0,0-4000,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes I eat more at home,No,"During the morning","Sweets",No,No,Infrequent (1/month),Never,"I wake up a lot sooner than I would like",4,"Alone at dinner",15-20,1,1,I have no stress,1,"Yes breakfast"
F,1,2-4,0,0-4000,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes I eat more at home,No,"During the morning","Sweets",No,No,Infrequent (1/month),Never,"I wake up a lot sooner than I would like",4,"Alone at dinner",15-20,1,1,I have no stress,1,"Yes breakfast"
M,5,More,4,15000+,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes I eat more at home,No,"During the morning","Sweets",No,No,Infrequent (1/month),Never,"I wake up a lot sooner than I would like",4,"Alone at dinner",51-65,4,4,I have no stress,4,"Yes breakfast"
M,6,2-4,5,4000-7000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"In the afternoon","Fruits,vegetables",No,No,Infrequent (1/month),Infrequent (1/month),"I wake up several times during the night",4,"Often Alone",65+,5,5,Doesn't have any effect,5,"Yes lunch"
M,6,2-4,5,4000-7000,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"In the afternoon","Fruits,vegetables",No,No,Infrequent (1/month),Infrequent (1/month),"I wake up several times during the night",4,"Often Alone",65+,5,5,Doesn't have any effect,5,"Yes lunch"
F,5,2-4,5,4000-7000,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Sometimes,Sometimes,Yes,Yes,Yes I eat more at home,No,"In the afternoon","Fruits,vegetables",No,No,Infrequent (1/month),Infrequent (1/month),"I wake up several times during the night",4,"Often Alone",15-20,5,5,Doesn't have any effect,5,"Yes lunch"
F,5,2-4,5,4000-7000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes I eat more at home,No,"In the afternoon","Fruits,vegetables",No,No,Infrequent (1/month),Infrequent (1/month),"I wake up several times during the night",4,"Often Alone",15-20,5,5,Doesn't have any effect,5,"Yes lunch"
M,2,7-8,1,4000-7000,No,Sometimes,Sometimes,Yes,No,No,Sometimes,Don't know,No,Yes,Yes,Yes,No,Sometimes,Don't know,Yes I eat at restaurants,No,"Before lunch","Fruits,vegetables",Yes,Yes,Infrequent (1/month),Never,"Good",3,"Often Alone",15-20,1,0,I'm starting to eat more,1,"Yes breakfast"
M,2,2-4,1,7000-10000,Yes,Yes,Yes,Yes,No,No,Sometimes,Don't know,No,Yes,Yes,Yes,Yes,Sometimes,Don't know,I cook more elaborate,Yes,"Before lunch","Fruits,vegetables",No,Yes,Infrequent (1/month),Never,"Good",4,"Often Together",15-20,1,0,I'm starting to eat more,1,"Yes lunch"
M,2,7-8,1,10000-15000,No,Sometimes,Sometimes,Yes,No,No,Sometimes,Don't know,No,Yes,Sometimes,Sometimes,No,Sometimes,No,Yes I eat at restaurants,No,"Before lunch","Fruits,vegetables",No,Yes,Infrequent (1/month),Never,"Good",5,"Often Alone",15-20,1,0,I'm starting to eat more,1,"Yes dinner"
M,2,5-6,1,15000+,No,No,Sometimes,Yes,No,Sometimes,Sometimes,Don't know,No,No,Yes,Yes,Yes,Sometimes,No,I cook more elaborate,Yes,"Before lunch","Fruits,vegetables",Yes,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",6,"Alone at lunch",15-20,1,0,Doesn't have any effect,1,"I have no time"
F,2,7-8,1,4000-7000,Yes,Yes,No,No,No,Yes,No,Sometimes,No,Yes,Sometimes,Yes,Yes,Sometimes,Don't know,Yes I eat at restaurants,No,"After lunch","Fruits,vegetables",No,No,Often (>1/week),Often (>1/week),"I struggle to fall asleep",3,"Often Alone",21-30,1,1,I'm starting to eat more,0,"Yes breakfast"
F,2,7-8,1,7000-10000,Yes,No,Yes,No,No,No,No,Sometimes,Yes,No,Yes,Yes,No,Sometimes,No,I cook more elaborate,No,"After lunch","Fruits,vegetables",Yes,No,Often (>1/week),Often (>1/week),"I struggle to fall asleep",4,"Often Together",21-30,1,1,I'm starting to eat more,0,"Yes lunch"
F,2,2-4,1,10000-15000,Yes,No,No,No,No,Sometimes,No,Sometimes,No,Yes,Yes,Sometimes,No,Sometimes,Don't know,Yes I eat at restaurants,Yes,"After lunch","Fruits,vegetables",No,No,Often (>1/week),Often (>1/week),"Good",5,"Often Alone",21-30,1,1,Doesn't have any effect,0,"Yes dinner"
F,2,2-4,1,15000+,Yes,Yes,Yes,No,No,Sometimes,No,Sometimes,Sometimes,No,Yes,Yes,No,Sometimes,No,I cook more elaborate,No,"After lunch","Fruits,vegetables",Yes,No,Often (>1/week),Often (>1/week),"I struggle to fall asleep",6,"Often Alone",21-30,1,1,Doesn't have any effect,0,"I have no time"
F,2,5-6,1,4000-7000,Yes,Yes,Sometimes,Sometimes,No,No,Sometimes,Don't know,No,No,Sometimes,Yes,Yes,Sometimes,No,Yes I eat at restaurants,No,"Before Dinner","Fruits,vegetables",Yes,Yes,Infrequent (1/month),Infrequent (1/month),"I struggle to fall asleep",3,"Often Together",31-50,1,0,I'm starting to eat less,1,"Yes breakfast"
F,2,2-4,1,7000-10000,Yes,Yes,Yes,Sometimes,No,Sometimes,Sometimes,Don't know,No,No,Yes,Yes,Yes,Sometimes,Don't know,I cook more elaborate,No,"Before Dinner","Fruits,vegetables",No,Yes,Infrequent (1/month),Infrequent (1/month),"Good",4,"Alone at lunch",31-50,1,0,I'm starting to eat more,1,"Yes lunch"
